Source	RelationType	Target	DepType
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7379	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_610	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_610	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_610	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7383	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7380	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7382	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7381	AuxY
urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7382	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7382	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7383	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7384	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7380	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7381	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7382	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7383	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7384	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_611	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7388	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7385	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7387	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7386	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7387	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7387	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7388	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7389	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7385	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7386	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7387	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7388	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7389	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_612	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7391	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7390	AuxY
urn:cite2:gagdt:artificial.v1:Aesch_Ag_172	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7391	ExD
urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7392	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_172	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7390	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7391	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7392	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_172	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_613	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7395	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7393	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7395	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7394	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7395	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7396	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7393	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7394	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7395	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7396	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_614	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_173	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7397	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7401	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7398	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7401	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7399	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7401	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7400	ATR
urn:cite2:gagdt:artificial.v1:Aesch_Ag_174	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7401	PNOM
urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7402	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_173	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7397	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_174	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7397	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7398	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7399	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7400	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7401	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7402	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_173	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_174	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_615	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7405	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7403	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7405	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7404	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7405	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7403	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7406	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7407	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7403	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7404	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7405	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7406	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7407	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_616	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_175	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7408	AuxY
urn:cite2:gagdt:artificial.v1:Aesch_Ag_175	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7409	ADV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7410	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_175	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7408	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7409	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7410	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_175	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_617	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7412	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7411	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7412	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7412	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7413	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7413	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7414	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7415	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7411	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7412	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7413	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7414	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7415	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_618	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7417	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7416	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7421	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7417	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7416	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7418	AuxC
urn:cite2:gagdt:artificial.v1:Aesch_Ag_176	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7419	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7419	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7420	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7421	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7422	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7418	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_176	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7416	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7417	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7418	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7419	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7420	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7421	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7422	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_176	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_619	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7425	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7423	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7425	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7424	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7427	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7425	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7425	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7426	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7427	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7428	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7423	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7424	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7425	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7426	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7427	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7428	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_620	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7430	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7429	AuxY
urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7430	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7433	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7431	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7431	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7432	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7430	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7433	AtvV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7434	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7435	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7437	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7436	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7433	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7437	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7438	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7429	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7430	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7431	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7432	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7433	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7434	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7435	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7436	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7437	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7438	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_621	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7439	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7439	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7440	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7441	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7439	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7440	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7441	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_622	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7443	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7442	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7443	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7443	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7444	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7445	AuxZ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	PRED
urn:cite2:gagdt:artificial.v1:Aesch_Ag_177	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7447	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7448	AuxC
urn:cite2:gagdt:artificial.v1:Aesch_Ag_177	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7449	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7450	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7451	ADV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7452	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7448	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_177	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7442	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7443	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7444	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7445	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7446	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7447	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7448	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7449	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7450	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7451	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7452	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_177	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_623	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7453	ADV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_624	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7454	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7455	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7456	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7458	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7457	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7458	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7463	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7459	SBJ
urn:cite2:gagdt:artificial.v1:Aesch_Ag_178	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7460	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7463	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7461	AuxP
urn:cite2:gagdt:artificial.v1:Aesch_Ag_178	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7462	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7466	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7463	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7466	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7464	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7470	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7465	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7458	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7466	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7469	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7467	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7470	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7468	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7468	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7469	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7466	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7470	ADV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_624	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_7471	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7461	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_178	APOS
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7453	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_624	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_7454	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_624	none
